question,create_table,sql,table_name
Which player is in round 5?,"CREATE TABLE 1-11803648-20 (
  ""Round"" TEXT,
  ""Overall"" TEXT,
  ""Player"" TEXT,
  ""Position"" TEXT,
  ""Nationality"" TEXT,
  ""Club_team"" TEXT
);","SELECT ""Player"" FROM 1-11803648-20 WHERE ""Round"" = 5",1-11803648-20
What is the Team with a Lap that is 5?,"CREATE TABLE 2-15889510-3 (
  ""Name"" TEXT,
  ""Team"" TEXT,
  ""Laps"" TEXT,
  ""Time_Retired"" TEXT,
  ""Grid"" TEXT
);","SELECT ""Team"" FROM 2-15889510-3 WHERE ""Laps"" = 5",2-15889510-3
"What is the loses total when there is less than 4 draws, less than 105 conceded goals, less than 38 goals scored, and the club is positioned greater than 2?","CREATE TABLE 2-18018214-2 (
  ""Position"" TEXT,
  ""Club"" TEXT,
  ""Games_played"" TEXT,
  ""Wins"" TEXT,
  ""Draws"" TEXT,
  ""Loses"" TEXT,
  ""Goals_scored"" TEXT,
  ""Goals_conceded"" TEXT,
  ""Points"" TEXT
);","SELECT SUM(""Loses"") FROM 2-18018214-2 WHERE ""Draws"" < 4 AND ""Goals_conceded"" < 105 AND ""Position"" > 2 AND ""Goals_scored"" < 38",2-18018214-2
"When the A Score was larger than 5.933 with a total of 19.833, what nation was this?","CREATE TABLE 2-14737891-11 (
  ""Nation"" TEXT,
  ""T_Score"" TEXT,
  ""A_Score"" TEXT,
  ""E_Score"" TEXT,
  ""Total"" TEXT
);","SELECT ""Nation"" FROM 2-14737891-11 WHERE ""A_Score"" > 5.933 AND ""Total"" = 19.833",2-14737891-11
What was the country in the year 2012?,"CREATE TABLE 2-15315276-1 (
  ""Year"" TEXT,
  ""Dates"" TEXT,
  ""Champion"" TEXT,
  ""Country"" TEXT,
  ""Score"" TEXT,
  ""Tournament_location"" TEXT,
  ""Purse____"" TEXT,
  ""Winner_s_share____"" TEXT
);","SELECT ""Country"" FROM 2-15315276-1 WHERE ""Year"" = 2012",2-15315276-1
"What is the sum of Bronze, when Gold is less than 1, when Total is greater than 1, and when Rank is 10?","CREATE TABLE 2-16574447-6 (
  ""Rank"" TEXT,
  ""Nation"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT,
  ""Total"" TEXT
);","SELECT SUM(""Bronze"") FROM 2-16574447-6 WHERE ""Gold"" < 1 AND ""Total"" > 1 AND ""Rank"" = 10",2-16574447-6
What is the total number of casualties when there are 12 total deaths and more than 1 military death?,"CREATE TABLE 2-17796039-4 (
  ""Military_deaths"" TEXT,
  ""Civilian_deaths__including_foreigners_"" TEXT,
  ""Total_deaths"" TEXT,
  ""Military_and_or_Civilian_wounded"" TEXT,
  ""Total_casualties"" TEXT
);","SELECT ""Total_casualties"" FROM 2-17796039-4 WHERE ""Total_deaths"" = 12 AND ""Military_deaths"" > 1",2-17796039-4
What is the smallest timeslot rank when the rating is smaller than 2.6?,"CREATE TABLE 2-1151047-6 (
  ""Episode"" TEXT,
  ""Rating"" TEXT,
  ""Share"" TEXT,
  ""Rating_share__18_49_"" TEXT,
  ""Rank__Timeslot_"" TEXT,
  ""Rank__Night_"" TEXT
);","SELECT MIN(""Rank__Timeslot_"") FROM 2-1151047-6 WHERE ""Rating"" < 2.6",2-1151047-6
"WHAT YEAR HAS A TO PAR SMALLER THAN 16, TOTAL 151?","CREATE TABLE 2-18059698-3 (
  ""Player"" TEXT,
  ""Country"" TEXT,
  ""Year_s__won"" TEXT,
  ""Total"" TEXT,
  ""To_par"" TEXT
);","SELECT ""Year_s__won"" FROM 2-18059698-3 WHERE ""To_par"" < 16 AND ""Total"" = 151",2-18059698-3
what is the minimum number is lariciresinol where matairesinol number is 440?,"CREATE TABLE 1-1831262-2 (
  ""Foodstuff"" TEXT,
  ""Pinoresinol"" TEXT,
  ""Syringaresinol"" TEXT,
  ""Sesamin"" TEXT,
  ""Lariciresinol"" TEXT,
  ""Secoisolariciresinol"" TEXT,
  ""Matairesinol"" TEXT,
  ""Hydroxymatairesinol"" TEXT
);","SELECT MIN(""Lariciresinol"") FROM 1-1831262-2 WHERE ""Matairesinol"" = 440",1-1831262-2
Which series with 62 points?,"CREATE TABLE 1-10705060-1 (
  ""Season"" TEXT,
  ""Series"" TEXT,
  ""Team_Name"" TEXT,
  ""Races"" TEXT,
  ""Poles"" TEXT,
  ""Wins"" TEXT,
  ""Points"" TEXT,
  ""Position"" TEXT
);","SELECT ""Series"" FROM 1-10705060-1 WHERE ""Points"" = 62",1-10705060-1
What was the record for game 9?,"CREATE TABLE 1-21058836-1 (
  ""Game"" TEXT,
  ""Date"" TEXT,
  ""Opponent"" TEXT,
  ""Result"" TEXT,
  ""Bruins_points"" TEXT,
  ""Opponents"" TEXT,
  ""Record"" TEXT
);","SELECT ""Record"" FROM 1-21058836-1 WHERE ""Game"" = 9",1-21058836-1
How many carries for the player with under 6 yards and an average of over 5?,"CREATE TABLE 2-11786940-5 (
  ""Player"" TEXT,
  ""Car_"" TEXT,
  ""Yards"" TEXT,
  ""Avg_"" TEXT,
  ""TD_s"" TEXT,
  ""Long"" TEXT
);","SELECT COUNT(""Car_"") FROM 2-11786940-5 WHERE ""Yards"" < 6 AND ""Avg_"" > 5",2-11786940-5
"What is the highest value for 2000, when the value for 1950 is 3.5, and when the value for 1970 is greater than 3.4?","CREATE TABLE 2-16234875-1 (
  ""Region"" TEXT,
  ""_1950"" TEXT,
  ""_1960"" TEXT,
  ""_1970"" TEXT,
  ""_1980"" TEXT,
  ""_1990"" TEXT,
  ""_2000"" TEXT
);","SELECT MAX(""_2000"") FROM 2-16234875-1 WHERE ""_1950"" = 3.5 AND ""_1970"" > 3.4",2-16234875-1
What was the final score in Tie #28?,"CREATE TABLE 2-18054397-8 (
  ""Tie_no"" TEXT,
  ""Home_team"" TEXT,
  ""Score"" TEXT,
  ""Away_team"" TEXT,
  ""Attendance"" TEXT
);","SELECT ""Score"" FROM 2-18054397-8 WHERE ""Tie_no"" = 28",2-18054397-8
Name the production code for 60 number in series,"CREATE TABLE 1-26702078-1 (
  ""No__in_series"" TEXT,
  ""No__in_season"" TEXT,
  ""Title"" TEXT,
  ""Director"" TEXT,
  ""Writer_s_"" TEXT,
  ""Original_air_date"" TEXT,
  ""Production_code"" TEXT,
  ""U_S__viewers__million_"" TEXT
);","SELECT ""Production_code"" FROM 1-26702078-1 WHERE ""No__in_series"" = 60",1-26702078-1
When 142900 is the population what is the highest rank?,"CREATE TABLE 1-23248420-1 (
  ""Rank"" TEXT,
  ""City_Town"" TEXT,
  ""County"" TEXT,
  ""Region_Province"" TEXT,
  ""Population"" TEXT,
  ""Country"" TEXT
);","SELECT MAX(""Rank"") FROM 1-23248420-1 WHERE ""Population"" = 142900",1-23248420-1
What is the title of production code 514?,"CREATE TABLE 1-11630008-7 (
  ""Series__"" TEXT,
  ""Season__"" TEXT,
  ""Title"" TEXT,
  ""Directed_by"" TEXT,
  ""Written_by"" TEXT,
  ""Original_air_date"" TEXT,
  ""Production_code"" TEXT
);","SELECT ""Title"" FROM 1-11630008-7 WHERE ""Production_code"" = 514",1-11630008-7
What is the total blocks when there are less than 210 digs and the total attempts are more than 1116?,"CREATE TABLE 2-18180775-1 (
  ""Season"" TEXT,
  ""GP_MP"" TEXT,
  ""Kills"" TEXT,
  ""K_Game"" TEXT,
  ""Errors"" TEXT,
  ""Total_Attempts"" TEXT,
  ""Percentage"" TEXT,
  ""Assists"" TEXT,
  ""Service_Aces"" TEXT,
  ""Digs"" TEXT,
  ""Solo_Blocks"" TEXT,
  ""Block_Assists"" TEXT,
  ""Total_Blocks"" TEXT,
  ""Points"" TEXT
);","SELECT AVG(""Total_Blocks"") FROM 2-18180775-1 WHERE ""Digs"" < 210 AND ""Total_Attempts"" > 1116",2-18180775-1
what's the circuit with rnd being 5,"CREATE TABLE 1-14638077-2 (
  ""Rnd"" TEXT,
  ""Race_Name"" TEXT,
  ""Circuit"" TEXT,
  ""City_Location"" TEXT,
  ""Date"" TEXT,
  ""Pole_position"" TEXT,
  ""Fastest_lap"" TEXT,
  ""Winning_driver"" TEXT,
  ""Winning_team"" TEXT,
  ""Report"" TEXT
);","SELECT ""Circuit"" FROM 1-14638077-2 WHERE ""Rnd"" = 5",1-14638077-2
Who is the listed opponent in Week 2?,"CREATE TABLE 2-11003171-1 (
  ""Week"" TEXT,
  ""Date"" TEXT,
  ""Opponent"" TEXT,
  ""Result"" TEXT,
  ""Attendance"" TEXT
);","SELECT ""Opponent"" FROM 2-11003171-1 WHERE ""Week"" = 2",2-11003171-1
"What is the sum of the Performance/Return on Capital (Score) when the Score (Iran) is less than 3, and the Score (Global) is 266?","CREATE TABLE 2-16254980-5 (
  ""Bank"" TEXT,
  ""Score__Iran_"" TEXT,
  ""Score__Global_"" TEXT,
  ""Banking_Power_Capital_Base____Million_"" TEXT,
  ""Banking_Power_Capital_Base____Change_"" TEXT,
  ""Total_Assets____Million_"" TEXT,
  ""Total_Assets__Score_"" TEXT,
  ""Total_Assets____Change_"" TEXT,
  ""Credibility_Capital_to_Assets_Ratio____"" TEXT,
  ""Credibility_Capital_to_Assets_Ratio__Score_"" TEXT,
  ""Performance_Return_on_Capital____"" TEXT,
  ""Performance_Return_on_Capital__Score_"" TEXT,
  ""Return_on_Assets____"" TEXT,
  ""Return_on_Assets__Score_"" TEXT
);","SELECT COUNT(""Performance_Return_on_Capital__Score_"") FROM 2-16254980-5 WHERE ""Score__Iran_"" < 3 AND ""Score__Global_"" = 266",2-16254980-5
Which League has a League Cup smaller than 0?,"CREATE TABLE 2-15567240-4 (
  ""Player"" TEXT,
  ""Club"" TEXT,
  ""League"" TEXT,
  ""FA_Cup"" TEXT,
  ""FA_Trophy"" TEXT,
  ""League_Cup"" TEXT,
  ""Total"" TEXT
);","SELECT MIN(""League"") FROM 2-15567240-4 WHERE ""League_Cup"" < 0",2-15567240-4
Name the least number of believers,"CREATE TABLE 1-24613895-1 (
  ""Name_of_Village"" TEXT,
  ""Name_in_Syriac"" TEXT,
  ""Number_of_Believers"" TEXT,
  ""Number_of_Priests"" TEXT,
  ""Number_of_Churches"" TEXT
);","SELECT MIN(""Number_of_Believers"") FROM 1-24613895-1",1-24613895-1
Name the least top 5,"CREATE TABLE 1-1671401-1 (
  ""Year"" TEXT,
  ""Starts"" TEXT,
  ""Wins"" TEXT,
  ""Top_5"" TEXT,
  ""Top_10"" TEXT,
  ""Poles"" TEXT,
  ""Avg__Start"" TEXT,
  ""Avg__Finish"" TEXT,
  ""Winnings"" TEXT,
  ""Position"" TEXT,
  ""Team_s_"" TEXT
);","SELECT MIN(""Top_5"") FROM 1-1671401-1",1-1671401-1
Who are all the players who've bowled more than 4969 balls?,"CREATE TABLE 1-2482547-5 (
  ""Name"" TEXT,
  ""Team_s_"" TEXT,
  ""Matches"" TEXT,
  ""Balls_bowled"" TEXT,
  ""Wickets_taken"" TEXT,
  ""Average"" TEXT
);","SELECT ""Name"" FROM 1-2482547-5 WHERE ""Balls_bowled"" = 4969",1-2482547-5
Who drove in races in 1949?,"CREATE TABLE 2-17830249-1 (
  ""Year"" TEXT,
  ""Drivers"" TEXT,
  ""Team"" TEXT,
  ""Duration_Distance"" TEXT,
  ""Race_Title"" TEXT,
  ""Championship"" TEXT
);","SELECT ""Drivers"" FROM 2-17830249-1 WHERE ""Year"" = 1949",2-17830249-1
"what is the sum of goals for when the position is less than 8, the losses is less than 10 the goals against is less than 35 and played is less than 38?","CREATE TABLE 2-12091337-2 (
  ""Position"" TEXT,
  ""Club"" TEXT,
  ""Played"" TEXT,
  ""Points"" TEXT,
  ""Wins"" TEXT,
  ""Draws"" TEXT,
  ""Losses"" TEXT,
  ""Goals_for"" TEXT,
  ""Goals_against"" TEXT,
  ""Goal_Difference"" TEXT
);","SELECT SUM(""Goals_for"") FROM 2-12091337-2 WHERE ""Position"" < 8 AND ""Losses"" < 10 AND ""Goals_against"" < 35 AND ""Played"" < 38",2-12091337-2
Which Overall has a Round of 7?,"CREATE TABLE 2-17100961-32 (
  ""Round"" TEXT,
  ""Pick"" TEXT,
  ""Overall"" TEXT,
  ""Name"" TEXT,
  ""Position"" TEXT,
  ""College"" TEXT
);","SELECT MIN(""Overall"") FROM 2-17100961-32 WHERE ""Round"" = 7",2-17100961-32
Who was the home team during the match where there were 2709 in attendance?,"CREATE TABLE 2-17026847-7 (
  ""Date"" TEXT,
  ""Home"" TEXT,
  ""Score"" TEXT,
  ""Away"" TEXT,
  ""Attendance"" TEXT
);","SELECT ""Home"" FROM 2-17026847-7 WHERE ""Attendance"" = 2709",2-17026847-7
"What is the maximum number of draws when the diff is smaller than 186, points are fewer than 12 and games played fewer than 6?","CREATE TABLE 2-10637415-1 (
  ""Club"" TEXT,
  ""Played"" TEXT,
  ""Lost"" TEXT,
  ""Drawn"" TEXT,
  ""Against"" TEXT,
  ""Diff_"" TEXT,
  ""Points"" TEXT
);","SELECT MAX(""Drawn"") FROM 2-10637415-1 WHERE ""Diff_"" < 186 AND ""Points"" < 12 AND ""Played"" < 6",2-10637415-1
Which Country has a Total smaller than 284?,"CREATE TABLE 2-18150398-2 (
  ""Player"" TEXT,
  ""Country"" TEXT,
  ""Year_s__won"" TEXT,
  ""Total"" TEXT,
  ""To_par"" TEXT,
  ""Finish"" TEXT
);","SELECT ""Country"" FROM 2-18150398-2 WHERE ""Total"" < 284",2-18150398-2
What is the 2007 rating of the channel with a position of 6?,"CREATE TABLE 2-15887683-22 (
  ""Position"" TEXT,
  ""Channel"" TEXT,
  ""Launch_date"" TEXT,
  ""Owner"" TEXT,
  ""_2005"" TEXT,
  ""_2006"" TEXT,
  ""_2007"" TEXT,
  ""_2008"" TEXT,
  ""_2009"" TEXT,
  ""_2010"" TEXT,
  ""_2011"" TEXT,
  ""_2012"" TEXT,
  ""_2013__p_"" TEXT
);","SELECT ""_2007"" FROM 2-15887683-22 WHERE ""Position"" = 6",2-15887683-22
Name the number of wins for 30 starts,"CREATE TABLE 1-2181798-1 (
  ""Year"" TEXT,
  ""Starts"" TEXT,
  ""Wins"" TEXT,
  ""Top_5"" TEXT,
  ""Top_10"" TEXT,
  ""Poles"" TEXT,
  ""Avg__Start"" TEXT,
  ""Avg__Finish"" TEXT,
  ""Winnings"" TEXT,
  ""Position"" TEXT,
  ""Team_s_"" TEXT
);","SELECT COUNT(""Wins"") FROM 1-2181798-1 WHERE ""Starts"" = 30",1-2181798-1
"For the vessel with a listed In service of 1, what is the origin given?","CREATE TABLE 2-18965165-1 (
  ""Vessel"" TEXT,
  ""Origin"" TEXT,
  ""Type"" TEXT,
  ""In_service"" TEXT,
  ""Unit"" TEXT
);","SELECT ""Origin"" FROM 2-18965165-1 WHERE ""In_service"" = 1",2-18965165-1
Which College/Junior/Club team has a Round of 6?,"CREATE TABLE 2-14487941-2 (
  ""Round"" TEXT,
  ""Pick"" TEXT,
  ""Player"" TEXT,
  ""Nationality"" TEXT,
  ""College_Junior_Club_team"" TEXT
);","SELECT ""College_Junior_Club_team"" FROM 2-14487941-2 WHERE ""Round"" = 6",2-14487941-2
What is the lowest #?,"CREATE TABLE 1-11964047-10 (
  ""_"" TEXT,
  ""Date"" TEXT,
  ""Visitor"" TEXT,
  ""Score"" TEXT,
  ""Home"" TEXT,
  ""Leading_scorer"" TEXT,
  ""Attendance"" TEXT,
  ""Record"" TEXT,
  ""Streak"" TEXT
);","SELECT MIN(""_"") FROM 1-11964047-10",1-11964047-10
How many have the Till Agra of 500?,"CREATE TABLE 1-19787093-1 (
  ""Vehicle_Category"" TEXT,
  ""Till_Aligarh"" TEXT,
  ""Till_Mathura"" TEXT,
  ""Till_Agra"" TEXT,
  ""For_Round_Trip"" TEXT
);","SELECT COUNT(""Till_Mathura"") FROM 1-19787093-1 WHERE ""Till_Agra"" = 500",1-19787093-1
What is the percentage listed for the team who scored 63 points?,"CREATE TABLE 1-26200568-16 (
  ""Club"" TEXT,
  ""Wins"" TEXT,
  ""Losses"" TEXT,
  ""Points_For"" TEXT,
  ""Points_Against"" TEXT,
  ""Percentage"" TEXT,
  ""Points"" TEXT
);","SELECT ""Percentage"" FROM 1-26200568-16 WHERE ""Points_For"" = 63",1-26200568-16
What is the rank associated with the team that has more than 2 wins and has greater than 204 points?,"CREATE TABLE 2-1861396-4 (
  ""Year"" TEXT,
  ""Class"" TEXT,
  ""Team"" TEXT,
  ""Machine"" TEXT,
  ""Points"" TEXT,
  ""Rank"" TEXT,
  ""Wins"" TEXT
);","SELECT ""Rank"" FROM 2-1861396-4 WHERE ""Wins"" > 2 AND ""Points"" > 204",2-1861396-4
"Which Notes have a Time larger than 23.34, and a Rank of 8?","CREATE TABLE 2-18956349-6 (
  ""Rank"" TEXT,
  ""Lane"" TEXT,
  ""Athlete"" TEXT,
  ""Time___sec__"" TEXT,
  ""Notes"" TEXT
);","SELECT ""Notes"" FROM 2-18956349-6 WHERE ""Time___sec__"" > 23.34 AND ""Rank"" = 8",2-18956349-6
What was the airdate of 21 series number?,"CREATE TABLE 1-11630008-3 (
  ""Series_no_"" TEXT,
  ""Title"" TEXT,
  ""Directed_by"" TEXT,
  ""Written_by"" TEXT,
  ""Original_air_date"" TEXT,
  ""Production_Code"" TEXT
);","SELECT ""Original_air_date"" FROM 1-11630008-3 WHERE ""Series_no_"" = 21",1-11630008-3
"How many countries in 2009 have fewer than 1 in 1999, more than 0 in 2006 and none in 1997?","CREATE TABLE 2-15443723-1 (
  ""Country"" TEXT,
  ""_1997"" TEXT,
  ""_1998"" TEXT,
  ""_1999"" TEXT,
  ""_2000"" TEXT,
  ""_2001"" TEXT,
  ""_2002"" TEXT,
  ""_2003"" TEXT,
  ""_2004"" TEXT,
  ""_2005"" TEXT,
  ""_2006"" TEXT,
  ""_2007"" TEXT,
  ""_2008"" TEXT,
  ""_2009"" TEXT,
  ""_2010"" TEXT,
  ""_2011"" TEXT,
  ""_2012"" TEXT,
  ""Total"" TEXT
);","SELECT COUNT(""_2009"") FROM 2-15443723-1 WHERE ""_1999"" < 1 AND ""_2006"" > 0 AND ""_1997"" < 0",2-15443723-1
"Can you tell me the Opponent that has the November larger than 26, and the Game larger than 18?","CREATE TABLE 2-17311417-3 (
  ""Game"" TEXT,
  ""November"" TEXT,
  ""Opponent"" TEXT,
  ""Score"" TEXT,
  ""Record"" TEXT
);","SELECT ""Opponent"" FROM 2-17311417-3 WHERE ""November"" > 26 AND ""Game"" > 18",2-17311417-3
What was the main date of the round with 20 fixtures?,"CREATE TABLE 2-17814838-1 (
  ""Round"" TEXT,
  ""Main_date"" TEXT,
  ""Number_of_fixtures"" TEXT,
  ""Clubs"" TEXT,
  ""New_entries_this_round"" TEXT,
  ""Prize_money"" TEXT
);","SELECT ""Main_date"" FROM 2-17814838-1 WHERE ""Number_of_fixtures"" = 20",2-17814838-1
What is the largest drawn that has a played less than 38?,"CREATE TABLE 2-14886214-1 (
  ""Position"" TEXT,
  ""Team"" TEXT,
  ""Points"" TEXT,
  ""Played"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""Against"" TEXT,
  ""Difference"" TEXT
);","SELECT MAX(""Drawn"") FROM 2-14886214-1 WHERE ""Played"" < 38",2-14886214-1
Which Home Town had the weight of 201?,"CREATE TABLE 2-16503541-2 (
  ""Name"" TEXT,
  ""Position"" TEXT,
  ""Height"" TEXT,
  ""Weight"" TEXT,
  ""Year"" TEXT,
  ""Home_Town"" TEXT
);","SELECT ""Home_Town"" FROM 2-16503541-2 WHERE ""Weight"" = 201",2-16503541-2
When has  a Week of 9?,"CREATE TABLE 2-14649522-2 (
  ""Week"" TEXT,
  ""Date"" TEXT,
  ""Opponent"" TEXT,
  ""Result"" TEXT,
  ""Venue"" TEXT,
  ""Attendance"" TEXT
);","SELECT ""Date"" FROM 2-14649522-2 WHERE ""Week"" = 9",2-14649522-2
Which country had a total of 295?,"CREATE TABLE 2-16147528-2 (
  ""Player"" TEXT,
  ""Country"" TEXT,
  ""Year_s__won"" TEXT,
  ""Total"" TEXT,
  ""To_par"" TEXT,
  ""Finish"" TEXT
);","SELECT ""Country"" FROM 2-16147528-2 WHERE ""Total"" = 295",2-16147528-2
What is the smallest Asian rank?,"CREATE TABLE 1-2248784-4 (
  ""Rank_MidEast"" TEXT,
  ""Rank_Asia"" TEXT,
  ""Rank_World"" TEXT,
  ""Country"" TEXT,
  ""_2011_GDP__PPP__billions_of_USD"" TEXT
);","SELECT MIN(""Rank_Asia"") FROM 1-2248784-4",1-2248784-4
What is the silver total for nations with 10 bronze medals?,"CREATE TABLE 2-1152427-2 (
  ""Rank"" TEXT,
  ""Nation"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT
);","SELECT SUM(""Silver"") FROM 2-1152427-2 WHERE ""Bronze"" = 10",2-1152427-2
What is the highest population of the region with a rank bigger than 9?,"CREATE TABLE 2-128608-2 (
  ""Rank"" TEXT,
  ""Country_Region"" TEXT,
  ""Population"" TEXT,
  ""Area__km_2__"" TEXT,
  ""Density__Pop__per_km_2__"" TEXT
);","SELECT MAX(""Population"") FROM 2-128608-2 WHERE ""Rank"" > 9",2-128608-2
What is the lowest number played of the club with more than 15 wins and less than 42 goals against?,"CREATE TABLE 2-17693482-4 (
  ""Position"" TEXT,
  ""Club"" TEXT,
  ""Played"" TEXT,
  ""Points"" TEXT,
  ""Wins"" TEXT,
  ""Draws"" TEXT,
  ""Losses"" TEXT,
  ""Goals_for"" TEXT,
  ""Goals_against"" TEXT,
  ""Goal_Difference"" TEXT
);","SELECT MIN(""Played"") FROM 2-17693482-4 WHERE ""Wins"" > 15 AND ""Goals_against"" < 42",2-17693482-4
What team scored more than 572 points and had more than 29 games?,"CREATE TABLE 2-11194153-3 (
  ""Rank"" TEXT,
  ""Name"" TEXT,
  ""Team"" TEXT,
  ""Games"" TEXT,
  ""Points"" TEXT
);","SELECT ""Team"" FROM 2-11194153-3 WHERE ""Points"" > 572 AND ""Games"" > 29",2-11194153-3
Which player has a pick of 175?,"CREATE TABLE 2-14656212-1 (
  ""Round"" TEXT,
  ""Pick"" TEXT,
  ""Player"" TEXT,
  ""Position"" TEXT,
  ""School_Club_Team"" TEXT
);","SELECT ""Player"" FROM 2-14656212-1 WHERE ""Pick"" = 175",2-14656212-1
What is the least amount of silver when there is less than 0 bronze?,"CREATE TABLE 2-18940490-1 (
  ""Rank"" TEXT,
  ""Nation"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT,
  ""Total"" TEXT
);","SELECT MIN(""Silver"") FROM 2-18940490-1 WHERE ""Bronze"" < 0",2-18940490-1
"What is Player, when Total is greater than 148, and when To Par is ""12""?","CREATE TABLE 2-17231211-3 (
  ""Player"" TEXT,
  ""Country"" TEXT,
  ""Year_s__won"" TEXT,
  ""Total"" TEXT,
  ""To_par"" TEXT
);","SELECT ""Player"" FROM 2-17231211-3 WHERE ""Total"" > 148 AND ""To_par"" = 12",2-17231211-3
"What are the highest attempts that have net yards less than 631, and 2 for the touchdowns?","CREATE TABLE 2-15078664-2 (
  ""Player"" TEXT,
  ""Attempts"" TEXT,
  ""Net_yards"" TEXT,
  ""Yards_per_attempt"" TEXT,
  ""Touchdowns"" TEXT
);","SELECT MAX(""Attempts"") FROM 2-15078664-2 WHERE ""Net_yards"" < 631 AND ""Touchdowns"" = 2",2-15078664-2
"When 2000-2005 is smaller than 2.52, and 1990-1995 is less than 0.37, what's the total of 1995-2000?","CREATE TABLE 2-13630888-1 (
  ""Region_country"" TEXT,
  ""_1985_1990"" TEXT,
  ""_1990_1995"" TEXT,
  ""_1995_2000"" TEXT,
  ""_2000_2005"" TEXT
);","SELECT SUM(""_1995_2000"") FROM 2-13630888-1 WHERE ""_2000_2005"" < 2.52 AND ""_1990_1995"" < 0.37",2-13630888-1
What is the highest number of amendments cosponsored associated with 53 amendments originally cosponsored and over 54 bills sponsored?,"CREATE TABLE 2-18852984-2 (
  ""Years_covered"" TEXT,
  ""All_bills_sponsored"" TEXT,
  ""All_amendments_sponsored"" TEXT,
  ""All_bills_cosponsored"" TEXT,
  ""All_amendments_cosponsored"" TEXT,
  ""Bills_originally_cosponsored"" TEXT,
  ""Amendments_originally_cosponsored"" TEXT
);","SELECT MAX(""All_amendments_cosponsored"") FROM 2-18852984-2 WHERE ""Amendments_originally_cosponsored"" = 53 AND ""All_bills_sponsored"" > 54",2-18852984-2
What is the title of episode 2?,"CREATE TABLE 1-2430014-8 (
  ""Series_No_"" TEXT,
  ""Episode_No_"" TEXT,
  ""Title"" TEXT,
  ""Directed_by"" TEXT,
  ""Written_by"" TEXT,
  ""UK_Ratings__BBC2_Rank_"" TEXT,
  ""Original_air_date"" TEXT
);","SELECT ""Title"" FROM 1-2430014-8 WHERE ""Episode_No_"" = 2",1-2430014-8
What results has a week smaller than 2?,"CREATE TABLE 2-13944099-1 (
  ""Week"" TEXT,
  ""Date"" TEXT,
  ""Opponent"" TEXT,
  ""Result"" TEXT,
  ""Game_site"" TEXT,
  ""Attendance"" TEXT
);","SELECT ""Result"" FROM 2-13944099-1 WHERE ""Week"" < 2",2-13944099-1
How many 5 points field goals is minimum,"CREATE TABLE 1-14342367-15 (
  ""Player"" TEXT,
  ""Touchdowns__5_points_"" TEXT,
  ""Extra_points_1_point"" TEXT,
  ""Field_goals__5_points_"" TEXT,
  ""Safeties__2_points_"" TEXT,
  ""Total_Points"" TEXT
);","SELECT MIN(""Field_goals__5_points_"") FROM 1-14342367-15",1-14342367-15
How many goals for were scored for the team(s) that won fewer than 4 games and lost more than 6?,"CREATE TABLE 2-11893011-1 (
  ""Team"" TEXT,
  ""Games_Played"" TEXT,
  ""Wins"" TEXT,
  ""Losses"" TEXT,
  ""Ties"" TEXT,
  ""Goals_For"" TEXT,
  ""Goals_Against"" TEXT
);","SELECT SUM(""Goals_For"") FROM 2-11893011-1 WHERE ""Wins"" < 4 AND ""Losses"" > 6",2-11893011-1
What is the finish position in the year prior to 2009?,"CREATE TABLE 2-18880596-3 (
  ""Year"" TEXT,
  ""Finish_position"" TEXT,
  ""_1st_day"" TEXT,
  ""_2nd_day"" TEXT,
  ""_3rd_day"" TEXT,
  ""_4th_Day"" TEXT
);","SELECT ""Finish_position"" FROM 2-18880596-3 WHERE ""Year"" < 2009",2-18880596-3
What is the sum of the all around with a 37.75 total?,"CREATE TABLE 2-18170681-10 (
  ""Place"" TEXT,
  ""Nation"" TEXT,
  ""All_Around"" TEXT,
  ""Final"" TEXT,
  ""Total"" TEXT
);","SELECT SUM(""All_Around"") FROM 2-18170681-10 WHERE ""Total"" = 37.75",2-18170681-10
